revenu_mensuel_net,revenu_annuel,charges_mensuelles_totales,montant_demande,nbr_mois_remboursement,anciennete_emploi_mois,type_contrat,TARGET
621.0,7452.0,404.0,1092.0,20.0,41.0,CDD,0
1026.0,12312.0,572.0,6504.0,21.0,35.0,CDI,1
933.0,11196.0,606.0,1861.0,15.0,24.0,CDD,0
805.0,9660.0,523.0,12184.0,24.0,13.0,CDI,0
1758.0,21096.0,967.0,2203.0,18.0,77.0,CDI,0
1026.0,12312.0,489.0,8878.0,23.0,28.0,CDD,0
555.0,6660.0,361.0,4146.0,23.0,19.0,CDI,0
1452.0,17424.0,672.0,1001.0,9.0,114.0,CDI,0
1026.0,12312.0,513.0,1545.0,24.0,25.0,CDD,0
1319.0,15828.0,584.0,1260.0,20.0,59.0,CDI,0
805.0,9660.0,458.0,8908.0,31.0,15.0,CDI,0
1231.0,14772.0,495.0,3653.0,30.0,91.0,CDI,0
2351.0,28212.0,916.0,8239.0,36.0,5.0,CDD,0
555.0,6660.0,361.0,3119.0,21.0,48.0,CDI,0
712.0,8544.0,442.0,2669.0,21.0,9.0,CDD,0
1026.0,12312.0,667.0,537.0,9.0,27.0,CDI,0
1661.0,19932.0,649.0,4378.0,31.0,14.0,CDI,0
805.0,9660.0,474.0,679.0,20.0,123.0,CDI,0
805.0,9660.0,523.0,1152.0,16.0,94.0,CDI,0
1758.0,21096.0,764.0,2039.0,16.0,114.0,CDI,0
1452.0,17424.0,670.0,4378.0,36.0,66.0,CDD,0
805.0,9660.0,523.0,679.0,20.0,28.0,CDD,0
1661.0,19932.0,670.0,5543.0,20.0,215.0,CDD,0
621.0,7452.0,404.0,1902.0,23.0,3.0,CDI,0
1452.0,17424.0,944.0,12004.0,34.0,9.0,CDI,0
1347.0,16164.0,755.0,6061.0,27.0,99.0,CDI,0
805.0,9660.0,468.0,7284.0,36.0,266.0,CDI,0
1912.0,22944.0,593.0,5496.0,36.0,19.0,CDD,0
2771.0,33252.0,985.0,9770.0,24.0,37.0,CDI,0
1912.0,22944.0,900.0,5003.0,13.0,157.0,CDI,0
2351.0,28212.0,904.0,12602.0,25.0,33.0,CDD,0
1661.0,19932.0,724.0,9098.0,34.0,6.0,CDI,0
1231.0,14772.0,496.0,7597.0,31.0,158.0,CDI,0
1231.0,14772.0,499.0,12004.0,36.0,75.0,CDI,0
555.0,6660.0,361.0,756.0,15.0,52.0,CDI,1
695.0,8340.0,452.0,3445.0,31.0,81.0,CDI,0
1452.0,17424.0,574.0,4655.0,34.0,168.0,CDI,0
1452.0,17424.0,729.0,2039.0,9.0,52.0,CDI,0
3189.0,38268.0,1245.0,14008.0,19.0,9.0,CDD,0
805.0,9660.0,511.0,743.0,20.0,117.0,CDD,0
555.0,6660.0,361.0,959.0,17.0,125.0,CDI,0
1132.0,13584.0,504.0,1279.0,11.0,30.0,CDI,0
1121.0,13452.0,521.0,532.0,10.0,142.0,CDI,0
725.0,8700.0,471.0,4059.0,31.0,172.0,CDI,1
3942.0,47304.0,1434.0,7284.0,34.0,44.0,CDI,0
1231.0,14772.0,786.0,2487.0,15.0,30.0,CDI,0
1026.0,12312.0,526.0,4078.0,25.0,36.0,CDD,0
1564.0,18768.0,569.0,679.0,20.0,19.0,CDI,1
1026.0,12312.0,526.0,7711.0,30.0,12.0,CDD,0
805.0,9660.0,506.0,1092.0,16.0,39.0,CDI,0
555.0,6660.0,361.0,8878.0,24.0,257.0,CDI,0
805.0,9660.0,488.0,7890.0,31.0,15.0,CDI,1
1026.0,12312.0,543.0,881.0,9.0,52.0,CDD,0
1912.0,22944.0,759.0,8734.0,30.0,70.0,CDD,0
621.0,7452.0,404.0,727.0,14.0,44.0,CDI,0
899.0,10788.0,584.0,1426.0,12.0,69.0,CDI,0
1661.0,19932.0,1080.0,743.0,20.0,54.0,CDD,0
621.0,7452.0,404.0,815.0,18.0,111.0,CDI,0
621.0,7452.0,404.0,815.0,18.0,46.0,CDI,0
1452.0,17424.0,556.0,2605.0,14.0,83.0,CDI,1
2572.0,30864.0,889.0,959.0,9.0,74.0,CDD,0
1026.0,12312.0,495.0,1825.0,19.0,74.0,CDI,0
621.0,7452.0,404.0,2039.0,21.0,52.0,CDI,0
805.0,9660.0,523.0,4038.0,31.0,156.0,CDI,0
2145.0,25740.0,891.0,10201.0,24.0,143.0,CDI,0
621.0,7452.0,404.0,718.0,15.0,54.0,CDI,0
919.0,11028.0,553.0,7284.0,28.0,58.0,CDI,0
1661.0,19932.0,861.0,1565.0,21.0,207.0,CDI,0
1452.0,17424.0,530.0,2437.0,20.0,356.0,CDI,0
899.0,10788.0,474.0,5300.0,20.0,18.0,CDI,0
2771.0,33252.0,1137.0,13270.0,33.0,68.0,CDD,0
1452.0,17424.0,612.0,11367.0,31.0,18.0,CDD,0
555.0,6660.0,361.0,3888.0,31.0,30.0,CDI,1
1452.0,17424.0,944.0,13545.0,34.0,62.0,CDI,1
2975.0,35700.0,1224.0,8339.0,36.0,97.0,CDD,0
1026.0,12312.0,634.0,4378.0,27.0,6.0,CDI,0
1026.0,12312.0,667.0,5048.0,28.0,293.0,CDI,0
2086.0,25032.0,749.0,536.0,10.0,42.0,CDI,0
621.0,7452.0,404.0,756.0,15.0,94.0,CDI,0
884.0,10608.0,447.0,547.0,10.0,104.0,CDI,0
1026.0,12312.0,507.0,1092.0,20.0,38.0,CDI,0
1771.0,21252.0,723.0,3903.0,20.0,51.0,CDI,0
1576.0,18912.0,987.0,12951.0,34.0,141.0,CDD,1
621.0,7452.0,404.0,4091.0,21.0,15.0,CDI,0
621.0,7452.0,404.0,6061.0,31.0,93.0,CDI,0
1771.0,21252.0,967.0,1578.0,19.0,45.0,CDD,0
805.0,9660.0,523.0,815.0,21.0,37.0,CDI,0
3189.0,38268.0,1396.0,14058.0,34.0,37.0,CDD,0
805.0,9660.0,453.0,5783.0,30.0,12.0,CDI,0
1347.0,16164.0,712.0,2437.0,20.0,141.0,CDI,0
1661.0,19932.0,702.0,12602.0,34.0,75.0,CDD,0
621.0,7452.0,404.0,1367.0,18.0,89.0,CDD,0
1026.0,12312.0,505.0,9464.0,34.0,69.0,CDI,0
1026.0,12312.0,582.0,4067.0,28.0,24.0,CDI,0
1026.0,12312.0,523.0,1810.0,19.0,96.0,CDI,0
2645.0,31740.0,1026.0,2732.0,12.0,68.0,CDD,0
1026.0,12312.0,667.0,3958.0,20.0,18.0,CDI,0
621.0,7452.0,404.0,756.0,9.0,25.0,CDD,0
3942.0,47304.0,1264.0,8991.0,30.0,89.0,CDI,0
1231.0,14772.0,574.0,3119.0,18.0,19.0,CDI,0
805.0,9660.0,487.0,10201.0,25.0,84.0,CDI,0
2572.0,30864.0,865.0,7733.0,34.0,89.0,CDI,0
1452.0,17424.0,485.0,1846.0,19.0,26.0,CDI,0
1452.0,17424.0,688.0,3497.0,20.0,175.0,CDI,0
1026.0,12312.0,650.0,1693.0,20.0,14.0,CDI,1
555.0,6660.0,361.0,815.0,20.0,21.0,CDI,0
1771.0,21252.0,668.0,13768.0,36.0,50.0,CDI,0
1452.0,17424.0,623.0,2437.0,20.0,68.0,CDI,0
805.0,9660.0,523.0,1773.0,20.0,52.0,CDI,0
555.0,6660.0,361.0,743.0,20.0,55.0,CDI,0
3749.0,44988.0,1364.0,2253.0,10.0,90.0,CDI,0
1026.0,12312.0,462.0,1179.0,9.0,16.0,CDD,0
805.0,9660.0,523.0,2575.0,25.0,210.0,CDI,0
1331.0,15972.0,523.0,2203.0,34.0,8.0,CDI,0
555.0,6660.0,361.0,1210.0,21.0,29.0,CDD,1
725.0,8700.0,448.0,3849.0,18.0,8.0,CDI,1
805.0,9660.0,518.0,815.0,20.0,16.0,CDI,0
2975.0,35700.0,1352.0,11367.0,28.0,3.0,CDI,0
621.0,7452.0,404.0,5300.0,21.0,12.0,CDD,0
919.0,11028.0,559.0,9804.0,34.0,61.0,CDI,0
621.0,7452.0,404.0,914.0,20.0,13.0,CDI,0
1661.0,19932.0,599.0,9464.0,34.0,103.0,CDD,0
899.0,10788.0,584.0,1210.0,21.0,16.0,CDI,0
1231.0,14772.0,578.0,900.0,14.0,360.0,CDI,0
1026.0,12312.0,489.0,5765.0,34.0,102.0,CDI,0
725.0,8700.0,471.0,1395.0,22.0,20.0,CDI,0
555.0,6660.0,361.0,815.0,9.0,144.0,CDI,0
1231.0,14772.0,504.0,1503.0,19.0,54.0,CDD,0
1231.0,14772.0,598.0,1649.0,33.0,5.0,CDI,0
805.0,9660.0,517.0,12146.0,32.0,136.0,CDI,0
805.0,9660.0,480.0,550.0,10.0,30.0,CDI,0
1661.0,19932.0,854.0,2388.0,19.0,165.0,CDI,0
1912.0,22944.0,783.0,7284.0,28.0,109.0,CDD,0
3942.0,47304.0,1293.0,2039.0,20.0,254.0,CDI,0
3597.0,43164.0,1077.0,5300.0,21.0,4.0,CDI,0
1026.0,12312.0,494.0,2487.0,15.0,17.0,CDI,1
3942.0,47304.0,1521.0,2039.0,8.0,13.0,CDD,0
621.0,7452.0,404.0,1186.0,22.0,5.0,CDI,1
555.0,6660.0,361.0,3119.0,20.0,32.0,CDI,1
2771.0,33252.0,791.0,12828.0,26.0,17.0,CDD,0
878.0,10536.0,490.0,6061.0,34.0,20.0,CDI,0
2518.0,30216.0,1300.0,9724.0,24.0,158.0,CDI,0
1149.0,13788.0,678.0,1395.0,23.0,8.0,CDD,0
555.0,6660.0,361.0,530.0,15.0,22.0,CDI,0
1452.0,17424.0,610.0,1805.0,9.0,10.0,CDI,0
2068.0,24816.0,671.0,2652.0,23.0,347.0,CDI,0
1331.0,15972.0,541.0,1029.0,15.0,63.0,CDD,0
805.0,9660.0,523.0,1267.0,21.0,44.0,CDD,0
1231.0,14772.0,580.0,5300.0,24.0,11.0,CDD,0
2215.0,26580.0,932.0,9464.0,36.0,61.0,CDD,0
3189.0,38268.0,1231.0,14098.0,36.0,5.0,CDD,1
1583.0,18996.0,641.0,1210.0,17.0,99.0,CDD,0
2771.0,33252.0,933.0,5572.0,27.0,23.0,CDD,0
1231.0,14772.0,800.0,573.0,10.0,42.0,CDI,0
805.0,9660.0,514.0,679.0,20.0,25.0,CDI,0
555.0,6660.0,361.0,514.0,9.0,211.0,CDI,0
3942.0,47304.0,1570.0,1643.0,23.0,360.0,CDI,0
2351.0,28212.0,721.0,13270.0,30.0,81.0,CDI,0
1661.0,19932.0,683.0,6284.0,34.0,114.0,CDI,0
1026.0,12312.0,567.0,13270.0,32.0,21.0,CDI,0
621.0,7452.0,404.0,10201.0,30.0,12.0,CDI,0
1231.0,14772.0,710.0,1864.0,20.0,275.0,CDI,0
1026.0,12312.0,506.0,1228.0,8.0,46.0,CDI,0
1026.0,12312.0,579.0,13073.0,28.0,5.0,CDI,0
1452.0,17424.0,612.0,10866.0,34.0,270.0,CDI,0
1026.0,12312.0,667.0,2039.0,17.0,105.0,CDI,0
1026.0,12312.0,485.0,1773.0,20.0,206.0,CDI,0
3189.0,38268.0,1096.0,7284.0,20.0,67.0,CDI,0
1452.0,17424.0,527.0,12374.0,36.0,93.0,CDI,0
1124.0,13488.0,539.0,1487.0,32.0,27.0,CDI,0
2351.0,28212.0,896.0,1622.0,12.0,154.0,CDI,0
805.0,9660.0,478.0,5300.0,26.0,72.0,CDI,0
555.0,6660.0,361.0,716.0,17.0,123.0,CDI,0
3942.0,47304.0,1387.0,10414.0,25.0,76.0,CDD,0
621.0,7452.0,404.0,900.0,14.0,60.0,CDD,0
1026.0,12312.0,580.0,7597.0,34.0,74.0,CDI,0
805.0,9660.0,523.0,815.0,15.0,54.0,CDI,0
695.0,8340.0,452.0,1288.0,18.0,128.0,CDI,0
2351.0,28212.0,854.0,2203.0,16.0,51.0,CDI,0
621.0,7452.0,404.0,3581.0,18.0,31.0,CDI,0
3189.0,38268.0,822.0,7284.0,20.0,90.0,CDD,0
555.0,6660.0,361.0,637.0,26.0,28.0,CDI,0
2145.0,25740.0,801.0,4122.0,20.0,20.0,CDI,0
1231.0,14772.0,529.0,1726.0,21.0,103.0,CDD,0
555.0,6660.0,361.0,6061.0,31.0,134.0,CDI,0
3942.0,47304.0,1520.0,10829.0,11.0,44.0,CDI,0
3942.0,47304.0,1733.0,10201.0,31.0,106.0,CDD,0
805.0,9660.0,523.0,1001.0,17.0,41.0,CDD,0
1331.0,15972.0,614.0,1876.0,18.0,110.0,CDI,0
805.0,9660.0,480.0,628.0,9.0,25.0,CDD,0
621.0,7452.0,404.0,2388.0,18.0,115.0,CDI,0
2645.0,31740.0,1533.0,12113.0,34.0,48.0,CDI,0
805.0,9660.0,485.0,1606.0,20.0,121.0,CDI,0
1231.0,14772.0,495.0,2992.0,36.0,34.0,CDI,0
621.0,7452.0,404.0,2039.0,21.0,158.0,CDI,0
1661.0,19932.0,573.0,4655.0,28.0,146.0,CDI,0
2201.0,26412.0,642.0,14350.0,36.0,57.0,CDD,0
1912.0,22944.0,525.0,927.0,9.0,43.0,CDI,0
1145.0,13740.0,645.0,4378.0,31.0,87.0,CDI,1
3426.0,41112.0,1376.0,13127.0,26.0,90.0,CDI,0
1912.0,22944.0,978.0,1606.0,8.0,30.0,CDI,1
1452.0,17424.0,494.0,9098.0,34.0,65.0,CDI,0
3426.0,41112.0,954.0,4378.0,10.0,43.0,CDI,0
878.0,10536.0,509.0,2233.0,36.0,56.0,CDD,1
3942.0,47304.0,1889.0,7284.0,20.0,230.0,CDD,1
2068.0,24816.0,752.0,9135.0,34.0,60.0,CDI,0
2351.0,28212.0,899.0,679.0,20.0,257.0,CDI,0
1661.0,19932.0,645.0,9464.0,36.0,53.0,CDD,0
1231.0,14772.0,800.0,8073.0,20.0,36.0,CDI,0
621.0,7452.0,404.0,2039.0,21.0,31.0,CDI,0
1912.0,22944.0,727.0,13768.0,36.0,57.0,CDD,0
555.0,6660.0,361.0,679.0,20.0,53.0,CDI,0
555.0,6660.0,361.0,1029.0,19.0,130.0,CDI,0
805.0,9660.0,523.0,1092.0,20.0,72.0,CDD,0
1912.0,22944.0,784.0,1751.0,24.0,11.0,CDI,1
805.0,9660.0,475.0,573.0,20.0,328.0,CDI,0
1231.0,14772.0,472.0,6061.0,26.0,157.0,CDI,0
1452.0,17424.0,686.0,12297.0,24.0,51.0,CDD,0
805.0,9660.0,486.0,1297.0,21.0,24.0,CDI,0
1452.0,17424.0,488.0,1898.0,13.0,250.0,CDI,0
555.0,6660.0,361.0,514.0,17.0,78.0,CDI,0
695.0,8340.0,449.0,959.0,10.0,30.0,CDI,0
2351.0,28212.0,890.0,1092.0,36.0,309.0,CDI,0
933.0,11196.0,606.0,1501.0,22.0,7.0,CDI,0
1661.0,19932.0,666.0,2203.0,11.0,71.0,CDI,0
1231.0,14772.0,670.0,2962.0,25.0,113.0,CDI,0
805.0,9660.0,523.0,3249.0,13.0,2.0,CDD,0
2351.0,28212.0,1185.0,881.0,10.0,41.0,CDD,0
1319.0,15828.0,480.0,1328.0,13.0,34.0,CDI,0
555.0,6660.0,361.0,815.0,20.0,77.0,CDI,0
555.0,6660.0,361.0,1686.0,13.0,7.0,CDD,0
555.0,6660.0,361.0,637.0,15.0,21.0,CDI,0
555.0,6660.0,361.0,1773.0,19.0,47.0,CDD,0
555.0,6660.0,361.0,605.0,10.0,4.0,CDD,0
1132.0,13584.0,569.0,3313.0,25.0,78.0,CDI,0
1231.0,14772.0,563.0,2039.0,20.0,83.0,CDI,0
1026.0,12312.0,487.0,5439.0,27.0,34.0,CDD,0
1452.0,17424.0,670.0,1352.0,22.0,35.0,CDI,0
2145.0,25740.0,736.0,2962.0,20.0,10.0,CDI,0
2351.0,28212.0,1050.0,7284.0,28.0,43.0,CDD,0
1231.0,14772.0,496.0,2669.0,23.0,42.0,CDD,1
1026.0,12312.0,497.0,4378.0,36.0,10.0,CDD,1
2771.0,33252.0,1117.0,1395.0,13.0,7.0,CDI,0
1912.0,22944.0,644.0,11228.0,25.0,115.0,CDI,0
1912.0,22944.0,749.0,2203.0,9.0,28.0,CDD,0
555.0,6660.0,361.0,3020.0,31.0,77.0,CDI,0
712.0,8544.0,463.0,1282.0,10.0,16.0,CDI,0
1026.0,12312.0,667.0,3119.0,26.0,125.0,CDI,0
1231.0,14772.0,503.0,4071.0,30.0,8.0,CDI,0
555.0,6660.0,361.0,518.0,12.0,45.0,CDI,0
1347.0,16164.0,492.0,2437.0,20.0,47.0,CDI,0
2351.0,28212.0,844.0,14593.0,29.0,67.0,CDD,0
1026.0,12312.0,584.0,1736.0,26.0,101.0,CDD,0
621.0,7452.0,404.0,1092.0,20.0,79.0,CDI,0
621.0,7452.0,404.0,861.0,15.0,114.0,CDI,1
1912.0,22944.0,929.0,2039.0,19.0,17.0,CDI,0
1231.0,14772.0,729.0,723.0,9.0,8.0,CDI,0
621.0,7452.0,404.0,2039.0,19.0,123.0,CDI,0
3189.0,38268.0,1398.0,2039.0,12.0,26.0,CDI,0
805.0,9660.0,503.0,1448.0,17.0,99.0,CDD,0
1912.0,22944.0,691.0,3373.0,20.0,23.0,CDI,0
1661.0,19932.0,639.0,3827.0,24.0,100.0,CDD,0
621.0,7452.0,404.0,3888.0,31.0,133.0,CDI,0
1661.0,19932.0,980.0,14350.0,36.0,5.0,CDI,0
919.0,11028.0,474.0,544.0,14.0,84.0,CDI,0
621.0,7452.0,404.0,528.0,15.0,7.0,CDI,0
1912.0,22944.0,690.0,14350.0,29.0,189.0,CDI,0
555.0,6660.0,361.0,2203.0,21.0,219.0,CDI,0
3189.0,38268.0,1169.0,13768.0,36.0,92.0,CDD,0
695.0,8340.0,452.0,10951.0,34.0,28.0,CDI,0
899.0,10788.0,500.0,959.0,15.0,36.0,CDI,1
1661.0,19932.0,1021.0,1007.0,10.0,87.0,CDI,0
805.0,9660.0,523.0,815.0,15.0,80.0,CDI,0
1452.0,17424.0,575.0,1606.0,20.0,92.0,CDD,0
555.0,6660.0,361.0,679.0,20.0,14.0,CDI,1
1912.0,22944.0,730.0,5828.0,16.0,98.0,CDI,0
1231.0,14772.0,465.0,4655.0,19.0,29.0,CDD,0
1231.0,14772.0,551.0,12317.0,34.0,109.0,CDI,0
712.0,8544.0,463.0,1664.0,19.0,118.0,CDI,0
555.0,6660.0,361.0,815.0,18.0,74.0,CDI,0
1026.0,12312.0,639.0,1092.0,20.0,16.0,CDI,0
1452.0,17424.0,944.0,3751.0,20.0,51.0,CDI,0
1026.0,12312.0,535.0,890.0,9.0,53.0,CDI,0
1452.0,17424.0,564.0,2203.0,28.0,95.0,CDI,0
1026.0,12312.0,644.0,679.0,20.0,51.0,CDI,0
1026.0,12312.0,527.0,605.0,15.0,18.0,CDI,0
805.0,9660.0,474.0,3456.0,20.0,78.0,CDI,0
1912.0,22944.0,502.0,9193.0,34.0,121.0,CDI,0
805.0,9660.0,523.0,1814.0,15.0,6.0,CDI,1
919.0,11028.0,461.0,9921.0,20.0,9.0,CDI,0
1026.0,12312.0,562.0,7284.0,20.0,60.0,CDI,0
2351.0,28212.0,838.0,5868.0,25.0,75.0,CDI,0
2351.0,28212.0,747.0,4926.0,22.0,89.0,CDD,0
1026.0,12312.0,454.0,10918.0,24.0,93.0,CDI,0
695.0,8340.0,452.0,6284.0,34.0,151.0,CDI,0
1661.0,19932.0,922.0,1001.0,9.0,229.0,CDD,0
1452.0,17424.0,944.0,2282.0,10.0,33.0,CDD,0
3189.0,38268.0,1205.0,13358.0,36.0,242.0,CDI,0
621.0,7452.0,404.0,6061.0,34.0,44.0,CDI,0
805.0,9660.0,523.0,2732.0,16.0,65.0,CDI,0
805.0,9660.0,504.0,1851.0,18.0,127.0,CDI,0
3189.0,38268.0,1451.0,535.0,9.0,31.0,CDD,0
1026.0,12312.0,551.0,11476.0,36.0,23.0,CDD,0
1026.0,12312.0,521.0,5683.0,20.0,9.0,CDI,0
1026.0,12312.0,643.0,553.0,8.0,49.0,CDI,0
1026.0,12312.0,662.0,7890.0,31.0,47.0,CDI,0
3811.0,45732.0,1223.0,4378.0,13.0,73.0,CDD,0
1661.0,19932.0,669.0,959.0,15.0,5.0,CDD,0
805.0,9660.0,445.0,2732.0,16.0,20.0,CDD,0
1661.0,19932.0,577.0,9464.0,28.0,25.0,CDD,0
725.0,8700.0,471.0,1092.0,20.0,9.0,CDD,0
805.0,9660.0,485.0,5683.0,18.0,113.0,CDI,0
805.0,9660.0,523.0,545.0,17.0,25.0,CDD,1
805.0,9660.0,500.0,2039.0,13.0,94.0,CDI,0
621.0,7452.0,404.0,1170.0,14.0,9.0,CDI,0
2351.0,28212.0,972.0,3377.0,31.0,111.0,CDI,0
805.0,9660.0,469.0,2575.0,21.0,61.0,CDI,0
1347.0,16164.0,623.0,10813.0,20.0,56.0,CDI,1
555.0,6660.0,361.0,1243.0,15.0,57.0,CDI,1
1452.0,17424.0,757.0,2575.0,23.0,7.0,CDI,0
1026.0,12312.0,667.0,815.0,21.0,5.0,CDI,0
2351.0,28212.0,738.0,10825.0,31.0,113.0,CDI,0
1661.0,19932.0,1067.0,7284.0,21.0,97.0,CDI,0
1231.0,14772.0,716.0,7284.0,34.0,64.0,CDD,1
555.0,6660.0,361.0,1029.0,19.0,14.0,CDD,0
3189.0,38268.0,1305.0,13127.0,26.0,88.0,CDD,0
1231.0,14772.0,800.0,8931.0,34.0,194.0,CDI,0
1661.0,19932.0,642.0,5683.0,18.0,43.0,CDI,0
1661.0,19932.0,653.0,1395.0,22.0,18.0,CDI,0
555.0,6660.0,361.0,550.0,10.0,128.0,CDI,0
1026.0,12312.0,667.0,2535.0,18.0,63.0,CDI,0
2201.0,26412.0,831.0,6061.0,31.0,103.0,CDI,0
1231.0,14772.0,675.0,1210.0,15.0,6.0,CDD,1
2145.0,25740.0,685.0,13989.0,24.0,25.0,CDI,0
1231.0,14772.0,674.0,4378.0,34.0,224.0,CDI,0
3426.0,41112.0,1515.0,591.0,8.0,10.0,CDD,1
555.0,6660.0,361.0,815.0,9.0,67.0,CDI,0
621.0,7452.0,404.0,815.0,21.0,22.0,CDI,0
621.0,7452.0,404.0,815.0,14.0,55.0,CDI,0
2771.0,33252.0,908.0,4843.0,11.0,72.0,CDD,0
555.0,6660.0,361.0,2039.0,21.0,124.0,CDI,0
712.0,8544.0,463.0,1431.0,23.0,50.0,CDI,0
1026.0,12312.0,667.0,2732.0,18.0,93.0,CDI,0
1661.0,19932.0,559.0,13768.0,36.0,18.0,CDI,0
1231.0,14772.0,531.0,679.0,13.0,27.0,CDI,0
621.0,7452.0,404.0,1163.0,14.0,80.0,CDD,0
621.0,7452.0,404.0,914.0,20.0,61.0,CDI,0
712.0,8544.0,463.0,2962.0,21.0,42.0,CDI,0
2572.0,30864.0,760.0,9464.0,34.0,110.0,CDD,0
805.0,9660.0,523.0,978.0,13.0,44.0,CDD,0
555.0,6660.0,361.0,9464.0,34.0,51.0,CDI,0
919.0,11028.0,535.0,2039.0,28.0,13.0,CDI,0
1452.0,17424.0,637.0,679.0,20.0,125.0,CDI,0
1231.0,14772.0,582.0,1833.0,26.0,145.0,CDI,0
805.0,9660.0,523.0,1302.0,14.0,14.0,CDD,0
1452.0,17424.0,559.0,7890.0,31.0,16.0,CDD,0
2351.0,28212.0,740.0,13198.0,36.0,38.0,CDI,0
621.0,7452.0,404.0,1367.0,23.0,3.0,CDI,0
1026.0,12312.0,498.0,679.0,20.0,22.0,CDD,0
2211.0,26532.0,738.0,14683.0,36.0,66.0,CDD,0
621.0,7452.0,404.0,900.0,13.0,34.0,CDI,0
1912.0,22944.0,581.0,1750.0,13.0,134.0,CDI,0
1912.0,22944.0,780.0,3020.0,26.0,20.0,CDI,0
3189.0,38268.0,1140.0,1589.0,33.0,103.0,CDD,0
1452.0,17424.0,646.0,2732.0,19.0,20.0,CDI,0
919.0,11028.0,486.0,9707.0,34.0,154.0,CDI,0
1661.0,19932.0,1080.0,14760.0,29.0,66.0,CDI,0
555.0,6660.0,361.0,815.0,22.0,251.0,CDD,0
1231.0,14772.0,692.0,7284.0,31.0,89.0,CDD,0
1912.0,22944.0,519.0,1233.0,14.0,269.0,CDI,0
1231.0,14772.0,467.0,3249.0,18.0,51.0,CDI,0
1912.0,22944.0,518.0,3386.0,13.0,98.0,CDD,0
1026.0,12312.0,667.0,539.0,14.0,226.0,CDI,0
805.0,9660.0,505.0,679.0,20.0,35.0,CDI,0
1319.0,15828.0,856.0,1001.0,9.0,107.0,CDI,0
1912.0,22944.0,639.0,6765.0,22.0,23.0,CDD,0
621.0,7452.0,404.0,10708.0,34.0,247.0,CDI,0
2351.0,28212.0,1120.0,6215.0,20.0,82.0,CDD,0
2351.0,28212.0,869.0,5530.0,31.0,194.0,CDI,0
678.0,8136.0,441.0,1352.0,19.0,31.0,CDI,0
899.0,10788.0,507.0,9871.0,34.0,12.0,CDD,0
555.0,6660.0,361.0,7890.0,34.0,59.0,CDI,0
805.0,9660.0,478.0,633.0,9.0,81.0,CDI,0
3035.0,36420.0,1254.0,9228.0,28.0,163.0,CDD,0
1331.0,15972.0,568.0,7663.0,30.0,278.0,CDD,0
1912.0,22944.0,806.0,10613.0,24.0,184.0,CDI,0
1912.0,22944.0,734.0,7284.0,11.0,79.0,CDD,0
1452.0,17424.0,533.0,1274.0,13.0,4.0,CDI,0
725.0,8700.0,471.0,900.0,14.0,7.0,CDI,0
2211.0,26532.0,854.0,640.0,9.0,6.0,CDD,0
805.0,9660.0,523.0,1001.0,9.0,4.0,CDD,0
1347.0,16164.0,631.0,3888.0,31.0,118.0,CDD,0
621.0,7452.0,404.0,1210.0,21.0,12.0,CDI,0
1026.0,12312.0,472.0,2203.0,10.0,94.0,CDI,0
919.0,11028.0,597.0,12999.0,34.0,152.0,CDI,0
2572.0,30864.0,955.0,1306.0,14.0,110.0,CDD,0
621.0,7452.0,404.0,557.0,9.0,6.0,CDD,1
805.0,9660.0,523.0,934.0,13.0,117.0,CDI,0
1452.0,17424.0,541.0,4378.0,14.0,91.0,CDI,0
805.0,9660.0,523.0,959.0,13.0,26.0,CDI,1
1452.0,17424.0,770.0,1672.0,13.0,29.0,CDI,0
1026.0,12312.0,503.0,13545.0,34.0,38.0,CDI,0
1912.0,22944.0,950.0,2039.0,20.0,83.0,CDD,0
1026.0,12312.0,667.0,1733.0,23.0,71.0,CDI,0
2351.0,28212.0,1068.0,4746.0,36.0,26.0,CDD,0
621.0,7452.0,404.0,2732.0,23.0,155.0,CDI,0
1452.0,17424.0,908.0,1210.0,15.0,35.0,CDI,0
1231.0,14772.0,778.0,3119.0,20.0,177.0,CDI,0
1231.0,14772.0,800.0,1442.0,16.0,35.0,CDD,0
1661.0,19932.0,756.0,12066.0,34.0,8.0,CDI,0
555.0,6660.0,361.0,1668.0,36.0,17.0,CDI,0
1661.0,19932.0,731.0,6405.0,20.0,96.0,CDI,0
555.0,6660.0,361.0,815.0,20.0,14.0,CDD,0
1231.0,14772.0,800.0,7284.0,24.0,46.0,CDD,0
1026.0,12312.0,667.0,2920.0,18.0,137.0,CDI,0
555.0,6660.0,361.0,506.0,9.0,91.0,CDI,0
1026.0,12312.0,471.0,5617.0,31.0,74.0,CDI,1
1661.0,19932.0,930.0,3581.0,16.0,41.0,CDI,0
930.0,11160.0,503.0,12004.0,36.0,12.0,CDD,0
1452.0,17424.0,763.0,2437.0,20.0,28.0,CDD,0
1026.0,12312.0,558.0,1511.0,26.0,105.0,CDD,0
1661.0,19932.0,737.0,9059.0,34.0,95.0,CDI,0
1452.0,17424.0,752.0,6739.0,31.0,42.0,CDI,0
1231.0,14772.0,528.0,13845.0,29.0,86.0,CDI,0
2351.0,28212.0,674.0,1544.0,13.0,192.0,CDD,0
555.0,6660.0,361.0,1431.0,18.0,145.0,CDI,0
2771.0,33252.0,862.0,12066.0,34.0,6.0,CDI,0
1026.0,12312.0,660.0,772.0,18.0,64.0,CDI,0
